Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Number of Evacuation Center
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Calintaan,PH175102000,7
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Looc,PH175103000,16
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Lubang,PH175104000,15
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Magsaysay,PH175105000,5
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Mamburao (Capital),PH175106000,1
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Paluan,PH175107000,17
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Rizal,PH175108000,1
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Sablayan,PH175109000,14
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,San Jose,PH175110000,6
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Santa Cruz,PH175111000,1
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Baco,PH175201000,7
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bansud,PH175202000,6
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bongabong,PH175203000,127
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bulalacao (San Pedro),PH175204000,17
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,City of Calapan (Capital),PH175205000,9
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Gloria,PH175206000,27
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Mansalay,PH175207000,4
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Naujan,PH175208000,201
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Pinamalayan,PH175209000,36
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Pola,PH175210000,24
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Puerto Galera,PH175211000,2
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Roxas,PH175212000,3
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,San Teodoro,PH175213000,36
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Socorro,PH175214000,64
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Victoria,PH175215000,16
Mimaropa Region,PH170000000,Palawan,PH175300000,Aborlan,PH175301000,5
Mimaropa Region,PH170000000,Palawan,PH175300000,Agutaya,PH175302000,11
Mimaropa Region,PH170000000,Palawan,PH175300000,Araceli,PH175303000,20
Mimaropa Region,PH170000000,Palawan,PH175300000,Balabac,PH175304000,9
Mimaropa Region,PH170000000,Palawan,PH175300000,Bataraza,PH175305000,10
Mimaropa Region,PH170000000,Palawan,PH175300000,Brooke'S Point,PH175306000,9
Mimaropa Region,PH170000000,Palawan,PH175300000,Busuanga,PH175307000,31
Mimaropa Region,PH170000000,Palawan,PH175300000,Cagayancillo,PH175308000,21
Mimaropa Region,PH170000000,Palawan,PH175300000,Coron,PH175309000,3
Mimaropa Region,PH170000000,Palawan,PH175300000,Cuyo,PH175310000,26
Mimaropa Region,PH170000000,Palawan,PH175300000,Dumaran,PH175311000,16
Mimaropa Region,PH170000000,Palawan,PH175300000,El Nido (Bacuit),PH175312000,19
Mimaropa Region,PH170000000,Palawan,PH175300000,Linapacan,PH175313000,14
Mimaropa Region,PH170000000,Palawan,PH175300000,Magsaysay,PH175314000,19
Mimaropa Region,PH170000000,Palawan,PH175300000,Narra,PH175315000,23
Mimaropa Region,PH170000000,Palawan,PH175300000,City of Puerto Princesa (Capital),PH175316000,1
Mimaropa Region,PH170000000,Palawan,PH175300000,Quezon,PH175317000,38
Mimaropa Region,PH170000000,Palawan,PH175300000,Roxas,PH175318000,39
Mimaropa Region,PH170000000,Palawan,PH175300000,San Vicente,PH175319000,19
Mimaropa Region,PH170000000,Palawan,PH175300000,Taytay,PH175320000,23
Mimaropa Region,PH170000000,Palawan,PH175300000,Kalayaan,PH175321000,1
Mimaropa Region,PH170000000,Palawan,PH175300000,Culion,PH175322000,19
Mimaropa Region,PH170000000,Palawan,PH175300000,Rizal (Marcos),PH175323000,15
Mimaropa Region,PH170000000,Palawan,PH175300000,Sofronio Española,PH175324000,10
Mimaropa Region,PH170000000,Romblon,PH175900000,Alcantara,PH175901000,3
Mimaropa Region,PH170000000,Romblon,PH175900000,Banton,PH175902000,1
Mimaropa Region,PH170000000,Romblon,PH175900000,Cajidiocan,PH175903000,9
Mimaropa Region,PH170000000,Romblon,PH175900000,Calatrava,PH175904000,12
Mimaropa Region,PH170000000,Romblon,PH175900000,Concepcion,PH175905000,8
Mimaropa Region,PH170000000,Romblon,PH175900000,Corcuera,PH175906000,25
Mimaropa Region,PH170000000,Romblon,PH175900000,Looc,PH175907000,34
Mimaropa Region,PH170000000,Romblon,PH175900000,Magdiwang,PH175908000,1
Mimaropa Region,PH170000000,Romblon,PH175900000,Odiongan,PH175909000,23
Mimaropa Region,PH170000000,Romblon,PH175900000,Romblon (Capital),PH175910000,23
Mimaropa Region,PH170000000,Romblon,PH175900000,San Agustin,PH175911000,3
Mimaropa Region,PH170000000,Romblon,PH175900000,San Andres,PH175912000,13
Mimaropa Region,PH170000000,Romblon,PH175900000,San Fernando,PH175913000,34
Mimaropa Region,PH170000000,Romblon,PH175900000,San Jose,PH175914000,15
Mimaropa Region,PH170000000,Romblon,PH175900000,Santa Fe,PH175915000,60
Mimaropa Region,PH170000000,Romblon,PH175900000,Ferrol,PH175916000,6
Mimaropa Region,PH170000000,Romblon,PH175900000,Santa Maria (Imelda),PH175917000,19
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Bacolod (Capital),PH064501000,60
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Bago,PH064502000,61
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Binalbagan,PH064503000,25
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Cadiz,PH064504000,65
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Calatrava,PH064505000,4
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Candoni,PH064506000,12
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Cauayan,PH064507000,5
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Enrique B. Magalona (Saravia),PH064508000,19
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Escalante,PH064509000,39
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Himamaylan,PH064510000,2
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Hinigaran,PH064511000,10
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Hinoba-An (Asia),PH064512000,20
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Ilog,PH064513000,1
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Isabela,PH064514000,4
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Kabankalan,PH064515000,6
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of La Carlota,PH064516000,1
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,La Castellana,PH064517000,31
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Manapla,PH064518000,7
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Moises Padilla (Magallon),PH064519000,28
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Murcia,PH064520000,5
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Pontevedra,PH064521000,19
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Pulupandan,PH064522000,16
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Sagay,PH064523000,5
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of San Carlos,PH064524000,6
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,San Enrique,PH064525000,34
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Silay,PH064526000,14
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Sipalay,PH064527000,7
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Talisay,PH064528000,7
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Toboso,PH064529000,3
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Valladolid,PH064530000,12
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,City of Victorias,PH064531000,8
Region VI (Western Visayas),PH060000000,Negros Occidental,PH064500000,Salvador Benedicto,PH064532000,38
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Amlan (Ayuquitan),PH074601000,9
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Ayungon,PH074602000,1
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bacong,PH074603000,14
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bais,PH074604000,8
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Basay,PH074605000,1
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Bayawan (Tulong),PH074606000,23
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Bindoy (Payabon),PH074607000,20
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Canlaon,PH074608000,16
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Dauin,PH074609000,20
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Dumaguete (Capital),PH074610000,1
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Guihulngan,PH074611000,1
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Jimalalud,PH074612000,19
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,La Libertad,PH074613000,6
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Mabinay,PH074614000,16
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Manjuyod,PH074615000,35
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Pamplona,PH074616000,1
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,San Jose,PH074617000,1
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Santa Catalina,PH074618000,22
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Siaton,PH074619000,5
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Sibulan,PH074620000,3
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,City of Tanjay,PH074621000,3
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Tayasan,PH074622000,10
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Valencia (Luzurriaga),PH074623000,28
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Vallehermoso,PH074624000,20
Region VII (Central Visayas),PH070000000,Negros Oriental,PH074600000,Zamboanguita,PH074625000,7
