Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Number of Households,Faucet/Community System,Tubed/Piped,Dug well,Bottled Water,Natural Sources,Peddler/Others/Not Reported
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Calaca,PH041007000,18459,10937,4310,52,2355,449,356
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Calatagan,PH041008000,13717,1374,7061,168,4497,236,381
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,City of Tanauan,PH041031000,38239,32389,1035,84,4323,215,193
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Cuenca,PH041009000,7213,4501,767,248,1565,129,3
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Ibaan,PH041010000,12307,6120,3589,176,2147,90,185
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Laurel,PH041011000,8563,4998,2782,142,39,135,467
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lemery,PH041012000,20141,16567,882,12,2536,54,90
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lian,PH041013000,12956,2842,5690,291,2766,236,1131
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,City of Lipa,PH041014000,73607,50759,1931,342,19782,476,317
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Lobo,PH041015000,9052,4804,692,24,308,3211,13
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Mabini,PH041016000,9954,4376,381,23,3959,1205,10
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Malvar,PH041017000,13761,12083,179,0,1454,8,37
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Mataasnakahoy,PH041018000,6901,6414,157,0,327,2,1
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Nasugbu,PH041019000,30751,10942,8435,1822,8001,1277,274
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Padre Garcia,PH041020000,11109,9152,1018,1,862,12,64
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Rosario,PH041021000,26906,8949,12851,1805,1532,1631,138
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Jose,PH041022000,18458,14902,240,12,3168,129,7
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Juan,PH041023000,23911,6305,13062,81,3113,1322,28
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Luis,PH041024000,7368,5907,597,58,472,51,283
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Nicolas,PH041025000,4485,3120,1190,22,116,2,35
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,San Pascual,PH041026000,15212,12249,780,10,2042,18,113
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Santa Teresita,PH041027000,4309,3785,103,0,403,2,16
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Santo Tomas,PH041028000,42629,32266,2248,18,6355,1209,533
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Taal,PH041029000,12293,10009,903,91,1128,117,45
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Talisay,PH041030000,9825,5072,4122,136,330,155,10
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Taysan,PH041032000,8512,5372,1848,127,524,617,24
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Tingloy,PH041033000,4315,1308,2489,68,437,9,4
Region IV-A (CALABARZON),PH040000000,Batangas,PH041000000,Tuy,PH041034000,10073,8439,1187,51,119,259,18
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Alfonso,PH042101000,11820,9050,556,86,1835,282,11
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Amadeo,PH042102000,8811,4445,61,5,3711,188,401
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Bacoor,PH042103000,149160,34140,4005,76,104330,974,5635
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Carmona,PH042104000,24427,5214,1097,14,17680,185,237
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Cavite,PH042105000,25997,4551,35,3,21010,17,381
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Dasmariñas,PH042106000,147799,77652,1787,52,63450,615,4243
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of General Trias,PH042108000,80142,15698,1743,111,61922,253,415
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Gen. Mariano Alvarez,PH042123000,34773,27827,133,18,6130,33,632
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,General Emilio Aguinaldo,PH042107000,4414,2415,36,11,1820,116,16
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Imus,PH042109000,97373,9096,2337,97,84796,756,291
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Indang,PH042110000,15016,10407,494,30,3332,683,70
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Kawit,PH042111000,21018,1924,1650,5,17129,18,292
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Magallanes,PH042112000,4777,3135,24,249,1254,112,3
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Maragondon,PH042113000,8339,2748,983,56,4418,45,89
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Mendez (Mendez-Nuñez),PH042114000,7179,4682,12,1,2190,22,272
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Naic,PH042115000,26131,1691,4579,50,19072,167,572
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Noveleta,PH042116000,11648,2047,578,8,8782,8,225
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Rosario,PH042117000,29316,3132,807,107,25220,27,23
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Silang,PH042118000,58196,40820,684,199,13441,828,2224
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Tagaytay,PH042119000,16095,12948,279,56,2125,98,589
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Tanza,PH042120000,54446,10976,4333,466,38286,297,88
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,Ternate,PH042121000,5673,419,2896,65,2191,41,61
Region IV-A (CALABARZON),PH040000000,Cavite,PH042100000,City of Trece Martires (Capital),PH042122000,35193,11174,897,56,22383,58,625
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Alaminos,PH043401000,11154,9342,336,159,1264,47,6
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Bay,PH043402000,15149,8109,2168,8,4468,316,80
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of Cabuyao,PH043404000,81573,11117,3287,172,62899,374,3724
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Calauan,PH043406000,17669,10469,4517,82,1240,1057,304
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Cavinti,PH043407000,5359,2582,514,186,1032,987,58
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of Biñan,PH043403000,86752,12437,3944,83,69964,126,198
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of Calamba,PH043405000,123071,65106,16666,245,38855,965,1234
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of San Pedro,PH043425000,73030,18488,2190,21,51745,216,370
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of Santa Rosa,PH043428000,101385,14264,4706,304,77228,549,4334
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Famy,PH043408000,4117,2413,1040,53,169,410,32
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Kalayaan,PH043409000,5147,3159,148,242,298,975,325
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Liliw,PH043410000,9309,7521,90,36,1621,38,3
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Los Baños,PH043411000,29020,24190,2384,205,1763,463,15
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Luisiana,PH043412000,4847,2372,317,76,1869,115,98
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Lumban,PH043413000,7350,1404,2356,12,2826,684,68
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Mabitac,PH043414000,4575,1018,2099,7,607,744,100
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Magdalena,PH043415000,5850,1067,1358,12,826,276,2311
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Majayjay,PH043416000,6624,4888,12,21,1266,373,64
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Nagcarlan,PH043417000,15692,13507,172,11,1616,367,19
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Paete,PH043418000,5602,1576,297,2,504,3214,9
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Pagsanjan,PH043419000,9747,3938,949,96,4241,384,139
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Pakil,PH043420000,4597,1955,1471,38,347,786,0
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Pangil,PH043421000,5492,3252,1249,110,642,151,88
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Pila,PH043422000,11447,561,4817,11,5035,966,57
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Rizal,PH043423000,4065,2492,82,5,1079,143,264
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,City of San Pablo,PH043424000,62289,43565,13087,134,3337,1792,374
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Santa Cruz (Capital),PH043426000,27982,5218,6099,62,16244,112,247
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Santa Maria,PH043427000,7308,4915,1151,130,536,572,4
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Siniloan,PH043429000,8489,4372,1725,45,1359,949,39
Region IV-A (CALABARZON),PH040000000,Laguna,PH043400000,Victoria,PH043430000,10822,4657,2383,3,3755,23,1
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Agdangan,PH045601000,3171,669,1268,129,1022,43,40
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Alabat,PH045602000,3566,1305,924,102,1074,136,25
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Atimonan,PH045603000,15001,2524,3505,449,7294,1154,75
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Buenavista,PH045605000,6765,1363,1832,1450,1308,807,5
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Burdeos,PH045606000,5652,1894,526,2195,200,832,5
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Calauag,PH045607000,16881,3561,3724,4105,4046,507,938
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Candelaria,PH045608000,28055,8534,15229,319,3112,651,210
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Catanauan,PH045610000,15334,3247,3788,2835,3826,1537,101
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,City of Tayabas,PH045647000,23837,16670,1681,734,2611,1814,327
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Dolores,PH045615000,6510,3018,1052,20,785,1595,40
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,General Luna,PH045616000,5680,1073,550,1966,1297,542,252
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,General Nakar,PH045617000,6451,2500,1382,102,143,2301,23
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Guinayangan,PH045618000,10304,3467,2347,1516,2312,655,7
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Gumaca,PH045619000,18445,1710,4885,1714,7953,1379,804
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Infanta,PH045620000,16449,8640,3973,588,1820,463,965
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Jomalig,PH045621000,1532,4,997,461,58,9,3
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Lopez,PH045622000,20863,2633,2703,5140,6290,2771,1326
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Lucban,PH045623000,11969,8827,592,108,1727,512,203
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,City of Lucena (Capital),PH045624000,59836,40319,3755,94,8799,350,6519
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Macalelon,PH045625000,5931,1320,1085,1499,1488,435,104
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Mauban,PH045627000,15381,4649,5569,808,2694,1480,181
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Mulanay,PH045628000,11718,2040,3660,2224,3061,719,14
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Padre Burgos,PH045629000,5182,1063,2049,225,189,108,1548
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Pagbilao,PH045630000,17284,11810,528,589,1428,455,2474
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Panukulan,PH045631000,2891,752,369,1306,32,430,2
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Patnanungan,PH045632000,3287,83,284,1827,536,550,7
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Perez,PH045633000,2776,410,1762,425,156,19,4
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Pitogo,PH045634000,5222,1317,1109,622,1976,192,6
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Plaridel,PH045635000,2380,69,990,33,1248,38,2
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Polillo,PH045636000,6965,2278,1030,1423,173,1994,67
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Quezon,PH045637000,3681,458,1639,70,1419,95,0
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Real,PH045638000,8015,4104,913,160,1885,947,6
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Sampaloc,PH045639000,3035,2053,54,5,868,47,8
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,San Andres,PH045640000,8745,2674,2618,1605,871,970,7
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,San Antonio,PH045641000,7383,2733,3590,313,526,218,3
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,San Francisco (Aurora),PH045642000,13903,7010,2899,1691,434,1856,13
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,San Narciso,PH045644000,10700,2752,2983,1462,1944,1558,1
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Sariaya,PH045645000,34592,12772,17116,39,3066,801,798
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Tagkawayan,PH045646000,11645,4066,2629,2426,1512,794,218
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Tiaong,PH045648000,22366,7169,12483,115,2087,423,89
Region IV-A (CALABARZON),PH040000000,Quezon,PH045600000,Unisan,PH045649000,6290,555,1236,1562,1622,1008,307
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Angono,PH045801000,25325,13039,201,40,11578,217,250
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Baras,PH045803000,16706,3262,4071,94,7381,607,1291
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Binangonan,PH045804000,69786,49846,6381,59,12891,185,424
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Cainta,PH045805000,71463,43963,807,17,22873,232,3571
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Cardona,PH045806000,12114,7365,2666,47,1982,47,7
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,City of Antipolo (Capital),PH045802000,170496,128865,6851,1513,24100,4024,5143
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Jala-Jala,PH045807000,6919,2155,2221,37,2067,270,169
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Morong,PH045809000,13180,10779,907,89,1266,118,21
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Pililla,PH045810000,14734,7378,2450,177,3029,767,933
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Rodriguez (Montalban),PH045808000,82348,33434,4808,2787,35731,3318,2270
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,San Mateo,PH045811000,56379,30789,2807,409,20348,934,1092
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Tanay,PH045812000,25836,15433,1798,349,4061,3366,829
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Taytay,PH045813000,73835,48742,1291,103,20810,610,2279
Region IV-A (CALABARZON),PH040000000,Rizal,PH045800000,Teresa,PH045814000,13457,7736,772,19,3996,119,815
Mimaropa Region,PH170000000,Marinduque,PH174000000,Boac (Capital),PH174001000,12679,3897,2922,248,4556,1042,14
Mimaropa Region,PH170000000,Marinduque,PH174000000,Buenavista,PH174002000,5312,2677,1521,65,864,176,9
Mimaropa Region,PH170000000,Marinduque,PH174000000,Gasan,PH174003000,8070,2231,3080,65,2328,261,105
Mimaropa Region,PH170000000,Marinduque,PH174000000,Mogpog,PH174004000,8241,2052,1549,624,3025,968,23
Mimaropa Region,PH170000000,Marinduque,PH174000000,Santa Cruz,PH174005000,13340,4576,2435,699,4420,1177,33
Mimaropa Region,PH170000000,Marinduque,PH174000000,Torrijos,PH174006000,6866,4010,779,266,1462,349,0
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Abra De Ilog,PH175101000,7329,1535,4368,301,67,1051,7
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Calintaan,PH175102000,6451,457,4111,10,1435,432,6
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Looc,PH175103000,2421,1506,549,320,5,41,0
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Lubang,PH175104000,4777,1813,154,199,2146,461,4
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Magsaysay,PH175105000,7819,927,3386,61,2044,1341,60
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Mamburao (Capital),PH175106000,10025,1550,5689,22,2090,536,138
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Paluan,PH175107000,3603,766,1847,3,1,980,6
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Rizal,PH175108000,8468,950,6478,58,823,146,13
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Sablayan,PH175109000,18558,2390,10676,49,4276,1121,46
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,San Jose,PH175110000,33208,5053,7819,1850,15783,1665,1038
Mimaropa Region,PH170000000,Occidental Mindoro,PH175100000,Santa Cruz,PH175111000,9055,818,6785,6,672,758,16
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Baco,PH175201000,8326,2985,4336,120,67,747,71
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bansud,PH175202000,9250,1044,6677,68,32,1425,4
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bongabong,PH175203000,16753,4635,8883,383,64,1796,992
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Bulalacao (San Pedro),PH175204000,8542,4356,1767,258,372,1730,59
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,City of Calapan (Capital),PH175205000,30734,11087,10584,517,3776,134,4636
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Gloria,PH175206000,10366,2135,7688,49,78,248,168
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Mansalay,PH175207000,11286,2076,4245,726,136,1459,2644
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Naujan,PH175208000,23348,6450,14953,40,687,1007,211
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Pinamalayan,PH175209000,19551,3534,6157,71,944,1058,7787
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Pola,PH175210000,8192,4163,3051,147,33,755,43
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Puerto Galera,PH175211000,8322,4647,510,171,1405,501,1088
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Roxas,PH175212000,11719,2032,8748,405,278,162,94
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,San Teodoro,PH175213000,4058,1443,836,127,168,1482,2
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Socorro,PH175214000,9108,2487,4951,219,560,743,148
Mimaropa Region,PH170000000,Oriental Mindoro,PH175200000,Victoria,PH175215000,11208,2661,6935,19,98,883,612
Mimaropa Region,PH170000000,Palawan,PH175300000,Aborlan,PH175301000,8294,3751,3621,458,183,267,14
Mimaropa Region,PH170000000,Palawan,PH175300000,Agutaya,PH175302000,3045,497,692,1835,15,0,6
Mimaropa Region,PH170000000,Palawan,PH175300000,Araceli,PH175303000,3294,602,91,1952,287,91,271
Mimaropa Region,PH170000000,Palawan,PH175300000,Balabac,PH175304000,8445,155,1765,4889,145,1162,329
